no_plate,color,company_name,model_year,vehicle_type,date_stolen,district_name,No_Police_Areas,month,vehicle_age
EKJ212,BLUE,HONDA,2002,CAR,2024-01-22,Waikato,3,January,22
8PEC,YELLOW,LITEWEIGHT,1985,CAMPER,2024-01-23,Waikato,3,January,39
PLD796,BLACK,TOYOTA,2012,CAR,2024-01-24,Waikato,3,January,12
FDD138,WHITE,HOLDEN,2009,CAR,2024-01-24,Waikato,3,January,15
XC3132,GREEN,TOYOTA,1998,UTILITY TRUCK,2024-01-24,Waikato,3,January,26
EBF383,SILVER,SUZUKI,2005,CAR,2024-01-25,Waikato,3,January,19
BFZ900,WHITE,TOYOTA,1997,UTILITY TRUCK,2024-01-25,Waikato,3,January,27
65A71,SILVER,HOMEBUILT,2020,TRAILER,2024-01-26,Waikato,3,January,4
D966Q,GREY,HOMEBUILT,2004,TRAILER,2024-01-27,Waikato,3,January,20
DGL168,SILVER,FORD,2006,UTILITY TRUCK,2024-01-27,Waikato,3,January,18
NJW690,GREY,BMW,2009,CAR,2024-01-27,Waikato,3,January,15
LLA56,BLUE,SUZUKI,2015,CAR,2024-01-28,Waikato,3,January,9
BJK172,GREEN,FORD,2003,UTILITY TRUCK,2024-01-28,Waikato,3,January,21
HGK526,BLACK,TOYOTA,2014,CAR,2024-01-30,Waikato,3,January,10
M704K,SILVER,HOMEBUILT,2008,TRAILER,2024-01-30,Waikato,3,January,16
HZM734,GREY,TOYOTA,2015,CAR,2024-01-30,Waikato,3,January,9
ZF8259,WHITE,TOYOTA,1990,CAR,2024-01-30,Waikato,3,January,34
7F919,SILVER,HOMEBUILT,1990,TRAILER,2024-01-31,Waikato,3,January,34
93WWG,GREEN,JOHN DEERE,2005,MACHINERY,2024-02-01,Waikato,3,February,19
YM7710,SILVER,MAZDA,1994,CAR,2024-02-01,Waikato,3,February,30
ZG7000,SILVER,FORD,2000,CAR,2024-02-02,Waikato,3,February,24
LCC391,WHITE,FORD,2017,UTILITY TRUCK,2024-02-02,Waikato,3,February,7
BBB855,BLUE,MAZDA,2002,UTILITY TRUCK,2024-02-03,Waikato,3,February,22
373R8,WHITE,HOMEBUILT,2016,TRAILER,2024-02-03,Waikato,3,February,8
C6KPP,BLACK,HARLEY DAVIDSON,2014,MOTORCYCLE,2024-02-03,Waikato,3,February,10
C4LTZ,RED,SUZUKI,2016,MOTORCYCLE,2024-02-03,Waikato,3,February,8
DPC9,GREY,MAZDA,2004,CAR,2024-02-04,Waikato,3,February,20
HGW111,RED,MAZDA,2004,CAR,2024-02-04,Waikato,3,February,20
KDT267,RED,MAZDA,2007,CAR,2024-02-04,Waikato,3,February,17
20C33,GREY,HOMEBUILT,2017,TRAILER,2024-02-05,Waikato,3,February,7
FGG574,WHITE,MAZDA,2010,CAR,2024-02-05,Waikato,3,February,14
C2FDQ,GREEN,FACTORY BUILT,2021,MOTORCYCLE,2024-02-05,Waikato,3,February,3
32963,RED,HONDA,0,MOTORCYCLE,2024-02-05,Waikato,3,February,2024
BFF728,SILVER,FORD,2003,UTILITY TRUCK,2024-02-05,Waikato,3,February,21
DWC852,WHITE,MITSUBISHI,1999,CAR,2024-02-05,Waikato,3,February,25
294Y6,SILVER,BRENT SMITH,2022,TRAILER,2024-02-05,Waikato,3,February,2
2K238,SILVER,HOMEBUILT,2015,TRAILER,2024-02-06,Waikato,3,February,9
NWL820,GREEN,JEEP,2007,CAR,2024-02-07,Waikato,3,February,17
FBR736,WHITE,TOYOTA,2009,VAN,2024-02-07,Waikato,3,February,15
81S65,SILVER,CONCEPT TRAILERS,2021,TRAILER,2024-02-07,Waikato,3,February,3
53FFO,YELLOW,ANGLO,1978,CAMPER,2024-02-08,Waikato,3,February,46
FDQ517,BLUE,TOYOTA,2009,UTILITY TRUCK,2024-02-08,Waikato,3,February,15
Q558L,SILVER,KEA,2010,TRAILER,2024-02-08,Waikato,3,February,14
NPD277,BLACK,MAZDA,2014,CAR,2024-02-08,Waikato,3,February,10
NEK761,WHITE,MAZDA,2013,CAR,2024-02-08,Waikato,3,February,11
81S65,SILVER,CONCEPT TRAILERS,2021,TRAILER,2024-02-08,Waikato,3,February,3
A6DUZ,RED,MOPED,2010,MOTORCYCLE,2024-02-08,Waikato,3,February,14
KMK502,GREY,ISUZU,2011,VAN,2024-02-09,Waikato,3,February,13
EBL185,WHITE,NISSAN,2007,CAR,2024-02-09,Waikato,3,February,17
Q708A,SILVER,KEA,2010,TRAILER,2024-02-09,Waikato,3,February,14
FTW241,SILVER,HOLDEN,2011,UTILITY TRUCK,2024-02-11,Waikato,3,February,13
C8AWH,GREY,HARLEY DAVIDSON,2020,MOTORCYCLE,2024-02-11,Waikato,3,February,4
LRS455,SILVER,MITSUBISHI,2018,UTILITY TRUCK,2024-02-11,Waikato,3,February,6
PHT949,WHITE,TOYOTA,2013,CAR,2024-02-12,Waikato,3,February,11
FPP326,BLACK,HOLDEN,2010,CAR,2024-02-12,Waikato,3,February,14
GJB434,GREY,TOYOTA,2004,CAR,2024-02-12,Waikato,3,February,20
BKZ506,WHITE,MAZDA,1998,UTILITY TRUCK,2024-02-12,Waikato,3,February,26
HLC987,PURPLE,TOYOTA,2005,UTILITY TRUCK,2024-02-13,Waikato,3,February,19
PYH715,SILVER,TOYOTA,2012,CAR,2024-02-13,Waikato,3,February,12
AJY753,BLUE,FORD,2001,CAR,2024-02-13,Waikato,3,February,23
QLB319,SILVER,SUBARU,2016,CAR,2024-02-14,Waikato,3,February,8
682Q8,SILVER,X-TRAILERS,2023,TRAILER,2024-02-14,Waikato,3,February,1
C5QTH,BLACK,PGO,2023,MOTORCYCLE,2024-02-14,Waikato,3,February,1
NJU4,WHITE,TOYOTA,2021,UTILITY TRUCK,2024-02-15,Waikato,3,February,3
EDK517,WHITE,TOYOTA,1999,VAN,2024-02-15,Waikato,3,February,25
657D1,GREY,HOMEBUILT,2023,TRAILER,2024-02-15,Waikato,3,February,1
AUJLA4,SILVER,HYUNDAI,2007,CAR,2024-02-15,Waikato,3,February,17
EFU935,SILVER,HYUNDAI,2007,CAR,2024-02-15,Waikato,3,February,17
KNG845,ORANGE,FORD,2002,CAR,2024-02-16,Waikato,3,February,22
NSY600,WHITE,FORD,2003,UTILITY TRUCK,2024-02-16,Waikato,3,February,21
BSJ441,BLUE,MAZDA,2003,UTILITY TRUCK,2024-02-16,Waikato,3,February,21
JSY462,SILVER,TOYOTA,2005,CAR,2024-02-17,Waikato,3,February,19
C8MTB,WHITE,KTM,2022,MOTORCYCLE,2024-02-17,Waikato,3,February,2
D696K,SILVER,PINTO,2004,TRAILER,2024-02-17,Waikato,3,February,20
ADB680,WHITE,HOLDEN,2001,CAR,2024-02-17,Waikato,3,February,23
B5UUD,GREY,PIAGGIO,2019,MOTORCYCLE,2024-02-18,Waikato,3,February,5
CKA998,GREY,HONDA,2004,VAN,2024-02-18,Waikato,3,February,20
CQB928,WHITE,FORD,2005,UTILITY TRUCK,2024-02-19,Waikato,3,February,19
DRP125,SILVER,TOYOTA,1998,CAR,2024-02-19,Waikato,3,February,26
623K3,BROWN,HOMEBUILT,2023,TRAILER,2024-02-19,Waikato,3,February,1
NHR376,SILVER,MAZDA,2013,CAR,2024-02-19,Waikato,3,February,11
HKH360,SILVER,TOYOTA,2008,CAR,2024-02-19,Waikato,3,February,16
4S297,SILVER,HOMEBUILT,2016,TRAILER,2024-02-19,Waikato,3,February,8
C8HHF,RED,CAN-AM,2010,ATV,2024-02-20,Waikato,3,February,14
FTY308,WHITE,NISSAN,2004,CAR,2024-02-20,Waikato,3,February,20
DGB515,BLACK,FORD,2006,CAR,2024-02-20,Waikato,3,February,18
C1GEZ,RED,ZNEN,2021,MOTORCYCLE,2024-02-21,Waikato,3,February,3
B5ULZ,BLACK,TNT MOTOR,2019,MOTORCYCLE,2024-02-21,Waikato,3,February,5
JTE459,SILVER,MITSUBISHI,2007,CAR,2024-02-21,Waikato,3,February,17
ANS319,GREEN,MAZDA,2002,UTILITY TRUCK,2024-02-21,Waikato,3,February,22
ZY9282,RED,FORD,2001,UTILITY TRUCK,2024-02-21,Waikato,3,February,23
FCG38,BLUE,TOYOTA,2002,CAR,2024-02-22,Waikato,3,February,22
XL250R,WHITE,HONDA,0,MOTORCYCLE,2024-02-22,Waikato,3,February,2024
85H28,SILVER,HOMEBUILT,2021,TRAILER,2024-02-22,Waikato,3,February,3
JPA986,GREEN,JEEP,2007,CAR,2024-02-22,Waikato,3,February,17
4S667,SILVER,FACTORY BUILT,2016,TRAILER,2024-02-23,Waikato,3,February,8
HYP946,RED,TOYOTA,2009,VAN,2024-02-23,Waikato,3,February,15
MHU277,BLACK,MAZDA,2011,CAR,2024-02-23,Waikato,3,February,13
DTG608,BLUE,MAZDA,2007,UTILITY TRUCK,2024-02-24,Waikato,3,February,17
GGG56,BROWN,VOLKSWAGEN,2012,UTILITY TRUCK,2024-02-24,Waikato,3,February,12
4RIDHI,BLUE,HOLDEN,2017,CAR,2024-02-24,Waikato,3,February,7
JGD878,SILVER,NISSAN,2008,CAR,2024-02-24,Waikato,3,February,16
EQC510,WHITE,HONDA,2000,CAR,2024-02-24,Waikato,3,February,24
GNU761,SILVER,HOLDEN,2012,CAR,2024-02-25,Waikato,3,February,12
AHJ827,BLUE,HONDA,1992,CAR,2024-02-25,Waikato,3,February,32
510M3,SILVER,HOMEBUILT,2023,TRAILER,2024-02-26,Waikato,3,February,1
9C876,SILVER,HOMEBUILT,2008,TRAILER,2024-02-26,Waikato,3,February,16
4S16NS,RED,HYUNDAI,2011,VAN,2024-02-26,Waikato,3,February,13
Z145G,BROWN,HOMEBUILT,2014,TRAILER,2024-02-26,Waikato,3,February,10
ZA1311,RED,MITSUBISHI,2000,VAN,2024-02-26,Waikato,3,February,24
CDJ755,SILVER,FORD,2004,UTILITY TRUCK,2024-02-26,Waikato,3,February,20
GGW514,WHITE,MAZDA,2003,CAR,2024-02-26,Waikato,3,February,21
DST300,SILVER,HONDA,2007,CAR,2024-02-26,Waikato,3,February,17
CTZ931,BLACK,NISSAN,1998,CAR,2024-02-26,Waikato,3,February,26
DTE277,SILVER,SUBARU,2007,CAR,2024-02-27,Waikato,3,February,17
CSU233,WHITE,SUZUKI,2005,CAR,2024-02-27,Waikato,3,February,19
HNT226,BLACK,MAZDA,2014,UTILITY TRUCK,2024-02-27,Waikato,3,February,10
KPN373,WHITE,TOYOTA,2007,CAR,2024-02-27,Waikato,3,February,17
NRK712,WHITE,MAZDA,2007,UTILITY TRUCK,2024-02-28,Waikato,3,February,17
EGN856,GREY,MAZDA,2002,CAR,2024-02-28,Waikato,3,February,22
G448K,BLUE,HOMEBUILT,2006,TRAILER,2024-02-28,Waikato,3,February,18
637Q2,SILVER,CONCEPT TRAILERS,2023,TRAILER,2024-02-28,Waikato,3,February,1
MAK748,SILVER,MAZDA,2008,CAR,2024-02-29,Waikato,3,February,16
JNH125,GREY,NISSAN,2004,CAR,2024-02-29,Waikato,3,February,20
4E614,SILVER,HOMEBUILT,2016,TRAILER,2024-02-29,Waikato,3,February,8
4L290,SILVER,BRENT SMITH,2016,TRAILER,2024-02-29,Waikato,3,February,8
FZG379,SILVER,SUBARU,2004,CAR,2024-03-01,Waikato,3,March,20
299S5,BLACK,HOMEBUILT,2022,TRAILER,2024-03-01,Waikato,3,March,2
93J71,WHITE,HOMEBUILT,2021,TRAILER,2024-03-02,Waikato,3,March,3
A353,GREY,CUSTOMBUILT,1988,TRAILER,2024-03-02,Waikato,3,March,36
C9LUH,GREEN,MOPED,2022,MOTORCYCLE,2024-03-03,Waikato,3,March,2
MHS433,RED,FORD,2000,UTILITY TRUCK,2024-03-03,Waikato,3,March,24
M189S,RED,HOMEBUILT,2008,TRAILER,2024-03-03,Waikato,3,March,16
72K10,BLACK,HOMEBUILT,2015,TRAILER,2024-03-03,Waikato,3,March,9
HQM862,WHITE,MAZDA,2007,CAR,2024-03-03,Waikato,3,March,17
HCD302,RED,MAZDA,2006,CAR,2024-03-04,Waikato,3,March,18
M334Z,WHITE,TRAI-LITE,1984,CAMPER,2024-03-04,Waikato,3,March,40
KFT58,GREEN,FORD,2005,CAR,2024-03-04,Waikato,3,March,19
FDZ617,WHITE,MAZDA,2002,UTILITY TRUCK,2024-03-04,Waikato,3,March,22
EDL18,GREY,MITSUBISHI,2007,CAR,2024-03-04,Waikato,3,March,17
DGS127,BLUE,FORD,2006,UTILITY TRUCK,2024-03-04,Waikato,3,March,18
87W91,GREEN,HOMEBUILT,2005,TRAILER,2024-03-04,Waikato,3,March,19
DHD267,SILVER,FORD,2006,UTILITY TRUCK,2024-03-05,Waikato,3,March,18
EWL3,WHITE,ISUZU,2006,UTILITY TRUCK,2024-03-06,Waikato,3,March,18
NST942,GREEN,HOLDEN,2000,CAR,2024-03-06,Waikato,3,March,24
B5SKH,BLUE,KAWASAKI,2018,MOTORCYCLE,2024-03-06,Waikato,3,March,6
PSR341,BLACK,FORD,2014,UTILITY TRUCK,2024-03-06,Waikato,3,March,10
ABB146,BLUE,MITSUBISHI,1996,CAR,2024-03-06,Waikato,3,March,28
CSG226,WHITE,MAZDA,2005,UTILITY TRUCK,2024-03-07,Waikato,3,March,19
ZF2549,BLUE,TOYOTA,1994,CAR,2024-03-07,Waikato,3,March,30
8933P,BLACK,HOMEBUILT,1989,TRAILER,2024-03-09,Waikato,3,March,35
LYZ189,WHITE,TOYOTA,2008,CAR,2024-03-09,Waikato,3,March,16
KUH611,WHITE,TOYOTA,2017,CAR,2024-03-09,Waikato,3,March,7
EMN100,GREY,HONDA,1998,CAR,2024-03-10,Waikato,3,March,26
99K88,GREY,HOMEBUILT,2021,TRAILER,2024-03-10,Waikato,3,March,3
MZW446,WHITE,MERCEDES-BENZ,2018,CAR,2024-03-10,Waikato,3,March,6
DBE218,BLACK,HOLDEN,2005,UTILITY TRUCK,2024-03-11,Waikato,3,March,19
NFU739,PURPLE,NISSAN,2011,CAR,2024-03-11,Waikato,3,March,13
8A658,SILVER,TITAN,2017,TRAILER,2024-03-11,Waikato,3,March,7
5D750,SILVER,BRENT SMITH,2016,TRAILER,2024-03-11,Waikato,3,March,8
GFG90,RED,HONDA,2012,CAR,2024-03-12,Waikato,3,March,12
68TYJ,GREEN,KAWASAKI,1998,MOTORCYCLE,2024-03-13,Waikato,3,March,26
APY518,GREEN,NISSAN,1995,CAR,2024-03-14,Waikato,3,March,29
HFG436,WHITE,MAZDA,2001,UTILITY TRUCK,2024-03-14,Waikato,3,March,23
36N32,SILVER,HOMEBUILT,2019,TRAILER,2024-03-15,Waikato,3,March,5
350U3,SILVER,CONCEPT TRAILERS,2022,TRAILER,2024-03-15,Waikato,3,March,2
PDA506,SILVER,TOYOTA,2016,CAR,2024-03-15,Waikato,3,March,8
EJJ81,GREEN,OPEL,2000,CAR,2024-03-15,Waikato,3,March,24
BST551,GREEN,FORD,2003,CAR,2024-03-15,Waikato,3,March,21
NFC899,RED,MERCEDES-BENZ,2018,VAN,2024-03-15,Waikato,3,March,6
GBY72,WHITE,NISSAN,2005,CAR,2024-03-16,Waikato,3,March,19
C1RAD,BLACK,YAMAHA,2023,MOTORCYCLE,2024-03-17,Waikato,3,March,1
QLH18,BLUE,NISSAN,2003,UTILITY TRUCK,2024-03-17,Waikato,3,March,21
GCP821,SILVER,MAZDA,2011,CAR,2024-03-17,Waikato,3,March,13
ASL890,SILVER,MITSUBISHI,2002,CAR,2024-03-17,Waikato,3,March,22
HLW896,PURPLE,NISSAN,2007,CAR,2024-03-17,Waikato,3,March,17
B3QEC,BLACK,KAWASAKI,2018,MOTORCYCLE,2024-03-17,Waikato,3,March,6
AJD475,WHITE,MAZDA,2002,UTILITY TRUCK,2024-03-17,Waikato,3,March,22
9N512,SILVER,HOMEBUILT,2018,TRAILER,2024-03-18,Waikato,3,March,6
KFR177,WHITE,BMW,2007,CAR,2024-03-18,Waikato,3,March,17
BMT928,WHITE,TOYOTA,2003,UTILITY TRUCK,2024-03-18,Waikato,3,March,21
PKW714,BLACK,MAZDA,2011,CAR,2024-03-18,Waikato,3,March,13
3MP1RE,BROWN,MITSUBISHI,2015,CAR,2024-03-19,Waikato,3,March,9
GV2208,BROWN,MITSUBISHI,2015,CAR,2024-03-19,Waikato,3,March,9
FPB813,BLUE,FORD,2010,CAR,2024-03-19,Waikato,3,March,14
CUB948,BLUE,TOYOTA,2005,CAR,2024-03-20,Waikato,3,March,19
WH8567,GOLD,HONDA,1997,CAR,2024-03-20,Waikato,3,March,27
RS1272,RED,ISUZU,1992,UTILITY TRUCK,2024-03-21,Waikato,3,March,32
LSF370,SILVER,HONDA,2004,CAR,2024-03-21,Waikato,3,March,20
64PJN,BLUE,HOMEBUILT,1986,TRAILER,2024-03-21,Waikato,3,March,38
R750N,GREY,HOMEBUILT,2011,TRAILER,2024-03-21,Waikato,3,March,13
B6GUP,RED,CFMOTO,2016,MOTORCYCLE,2024-03-21,Waikato,3,March,8
347K2,SILVER,HOMEBUILT,2002,TRAILER,2024-03-21,Waikato,3,March,22
PBQ330,GREY,TOYOTA,2011,CAR,2024-03-21,Waikato,3,March,13
BWF667,GREY,HONDA,2004,VAN,2024-03-22,Waikato,3,March,20
Q943S,GREY,HOMEBUILT,1990,TRAILER,2024-03-22,Waikato,3,March,34
SZ5619,BLUE,NISSAN,1994,UTILITY TRUCK,2024-03-22,Waikato,3,March,30
64UYA,YELLOW,DUCATI,2003,MOTORCYCLE,2024-03-22,Waikato,3,March,21
ESJ560,SILVER,FORD,2008,CAR,2024-03-22,Waikato,3,March,16
FJG715,WHITE,TOYOTA,2001,UTILITY TRUCK,2024-03-22,Waikato,3,March,23
ZQ7222,BLACK,FORD,2000,CAR,2024-03-23,Waikato,3,March,24
DHT874,WHITE,MAZDA,2006,UTILITY TRUCK,2024-03-23,Waikato,3,March,18
FRU306,GOLD,NISSAN,2001,CAR,2024-03-23,Waikato,3,March,23
HBA230,BLUE,FORD,2004,UTILITY TRUCK,2024-03-23,Waikato,3,March,20
JSH476,RED,TOYOTA,2010,UTILITY TRUCK,2024-03-24,Waikato,3,March,14
BRL123,GREEN,FORD,2003,CAR,2024-03-24,Waikato,3,March,21
LUN120,GREY,HONDA,2005,CAR,2024-03-24,Waikato,3,March,19
CHR741,WHITE,MITSUBISHI,2004,UTILITY TRUCK,2024-03-24,Waikato,3,March,20
LLB674,BLACK,NISSAN,2006,CAR,2024-03-24,Waikato,3,March,18
YA9864,GREEN,TOYOTA,1994,CAR,2024-03-24,Waikato,3,March,30
NYH375,BLACK,LEXUS,2008,CAR,2024-03-24,Waikato,3,March,16
6MARS9,RED,FORD,2002,UTILITY TRUCK,2024-03-24,Waikato,3,March,22
BKC110,GREEN,MAZDA,1997,CAR,2024-03-25,Waikato,3,March,27
HJF785,RED,MITSUBISHI,1997,UTILITY TRUCK,2024-03-25,Waikato,3,March,27
LJJ407,WHITE,MAZDA,2018,UTILITY TRUCK,2024-03-25,Waikato,3,March,6
97B74,SILVER,HOMEBUILT,2021,TRAILER,2024-03-27,Waikato,3,March,3
PTA445,WHITE,FORD,2004,UTILITY TRUCK,2024-03-27,Waikato,3,March,20
HZM719,BROWN,TOYOTA,2004,CAR,2024-03-27,Waikato,3,March,20
KMR491,BLACK,MITSUBISHI,2005,CAR,2024-03-27,Waikato,3,March,19
532C4,SILVER,BRENT SMITH,2023,TRAILER,2024-03-28,Waikato,3,March,1
MUS242,WHITE,FORD,2019,UTILITY TRUCK,2024-03-29,Waikato,3,March,5
MZW529,SILVER,TOYOTA,2015,CAR,2024-03-30,Waikato,3,March,9
C9WAP,WHITE,SUZUKI,2020,MOTORCYCLE,2024-03-30,Waikato,3,March,4
KLS329,BLACK,TOYOTA,2008,CAR,2024-03-31,Waikato,3,March,16
LUZ333,WHITE,TOYOTA,2013,CAR,2024-03-31,Waikato,3,March,11
NTH407,RED,NISSAN,2010,CAR,2024-03-31,Waikato,3,March,14
NDU282,WHITE,TOYOTA,2015,CAR,2024-03-31,Waikato,3,March,9
B5PDR,BLACK,ZNEN,2018,MOTORCYCLE,2024-04-01,Waikato,3,April,6
EAF921,BLACK,MERCEDES-BENZ,2006,CAR,2024-04-01,Waikato,3,April,18
JJP192,BLUE,HONDA,2006,CAR,2024-04-01,Waikato,3,April,18
KYK714,WHITE,TOYOTA,2006,CAR,2024-04-01,Waikato,3,April,18
KDD412,GREY,NISSAN,2008,CAR,2024-04-01,Waikato,3,April,16
CMG105,GREY,MAZDA,2005,UTILITY TRUCK,2024-04-02,Waikato,3,April,19
E638R,BLUE,HOMEBUILT,2005,TRAILER,2024-04-02,Waikato,3,April,19
7J743,BLACK,HOMEBUILT,2017,TRAILER,2024-04-02,Waikato,3,April,7
HAQ220,WHITE,NISSAN,2013,UTILITY TRUCK,2024-04-03,Waikato,3,April,11
FRC411,WHITE,TOYOTA,2002,CAR,2024-04-03,Waikato,3,April,22
YM7144,RED,TOYOTA,1994,CAR,2024-04-03,Waikato,3,April,30
DDC532,BLACK,MERCEDES-BENZ,2006,CAR,2024-04-03,Waikato,3,April,18
KKQ570,BLACK,HOLDEN,2003,CAR,2024-04-03,Waikato,3,April,21
DKS155,YELLOW,HONDA,2006,CAR,2024-04-03,Waikato,3,April,18
GJR856,WHITE,MAZDA,2004,UTILITY TRUCK,2024-04-03,Waikato,3,April,20
A4RHJ,BLUE,YAMAHA,2013,MOTORCYCLE,2024-04-03,Waikato,3,April,11
DFC661,WHITE,FORD,2006,UTILITY TRUCK,2024-04-03,Waikato,3,April,18
B8YTU,BLACK,MOTO GUZZI,2019,MOTORCYCLE,2024-04-03,Waikato,3,April,5
RQ6,RED,DAIHATSU,1992,CAR,2024-04-04,Waikato,3,April,32
GUC491,SILVER,NISSAN,2004,CAR,2024-04-04,Waikato,3,April,20
MWQ81,SILVER,HONDA,2009,CAR,2024-04-04,Waikato,3,April,15
HGU526,GREY,VOLKSWAGEN,2014,CAR,2024-04-04,Waikato,3,April,10
ASN781,GREEN,HYUNDAI,2002,VAN,2024-04-05,Waikato,3,April,22
NNJ925,BLACK,MITSUBISHI,2010,CAR,2024-04-05,Waikato,3,April,14
JJM127,BLACK,MAZDA,2006,CAR,2024-04-05,Waikato,3,April,18
KLS169,GREY,TOYOTA,2008,CAR,2024-04-06,Waikato,3,April,16
XL5728,BLUE,NISSAN,1998,CAR,2024-04-06,Waikato,3,April,26
55UQI,BLUE,PGO,2002,MOTORCYCLE,2024-04-06,Waikato,3,April,22
MRD639,SILVER,NISSAN,2006,CAR,2024-04-06,Waikato,3,April,18
HDS243,BLACK,NISSAN,2006,CAR,2024-04-06,Waikato,3,April,18
B7FEJ,BLACK,PGO,2016,MOTORCYCLE,2024-04-07,Waikato,3,April,8
HYM329,GREY,LAND ROVER,2007,CAR,2024-04-07,Waikato,3,April,17
PUY445,BLUE,MAZDA,2009,CAR,2024-04-07,Waikato,3,April,15
NCA543,SILVER,NISSAN,2006,CAR,2024-04-07,Waikato,3,April,18
PMF456,SILVER,TOYOTA,2014,CAR,2024-04-07,Waikato,3,April,10
TUF2,BLACK,MAZDA,1972,CAR,2024-04-07,Waikato,3,April,52
DJC513,GREY,FORD,2006,UTILITY TRUCK,2024-04-08,Waikato,3,April,18
RX5036,WHITE,FORD,1993,UTILITY TRUCK,2024-04-08,Waikato,3,April,31
MHE71,WHITE,TOYOTA,2014,CAR,2024-04-08,Waikato,3,April,10
414U8,SILVER,HOMEBUILT,2019,TRAILER,2024-04-08,Waikato,3,April,5
YX7566,BLUE,FORD,2000,UTILITY TRUCK,2024-04-08,Waikato,3,April,24
T872C,SILVER,HOMEBUILT,2012,TRAILER,2024-04-08,Waikato,3,April,12
MUE303,RED,FORD,2006,CAR,2024-04-08,Waikato,3,April,18
187M,GREY,ROADMASTER,1997,TRAILER,2024-04-09,Waikato,3,April,27
NZT104,WHITE,LEXUS,2010,CAR,2024-04-09,Waikato,3,April,14
GUC491,SILVER,NISSAN,2004,CAR,2024-04-09,Waikato,3,April,20
BCH104,GREEN,NISSAN,1996,CAR,2024-04-09,Waikato,3,April,28
1351G,GREY,HOMEBUILT,1997,TRAILER,2024-04-09,Waikato,3,April,27
MNF478,WHITE,TOYOTA,1997,UTILITY TRUCK,2024-04-09,Waikato,3,April,27
CFF220,WHITE,MAZDA,2004,UTILITY TRUCK,2024-04-09,Waikato,3,April,20
7G648,SILVER,PINTO,2017,TRAILER,2024-04-09,Waikato,3,April,7
YW2683,WHITE,MAZDA,1994,CAR,2024-04-10,Waikato,3,April,30
CWC786,WHITE,NISSAN,2005,CAR,2024-04-10,Waikato,3,April,19
ZN3083,SILVER,MITSUBISHI,2000,CAR,2024-04-10,Waikato,3,April,24
JCR735,GOLD,NISSAN,2005,CAR,2024-04-10,Waikato,3,April,19
QLS414,BLUE,MAZDA,2013,CAR,2024-04-10,Waikato,3,April,11
WO8046,WHITE,HONDA,1994,CAR,2024-04-10,Waikato,3,April,30
AYE594,BLUE,FORD,2002,UTILITY TRUCK,2024-04-11,Waikato,3,April,22
C6UEF,GREY,TRIUMPH,2023,MOTORCYCLE,2024-04-11,Waikato,3,April,1
DBK774,RED,HOLDEN,2005,UTILITY TRUCK,2024-04-11,Waikato,3,April,19
PDN953,BLACK,HONDA,2007,CAR,2024-04-11,Waikato,3,April,17
HCG88,BLACK,MAZDA,2003,CAR,2024-04-11,Waikato,3,April,21
ANG682,SILVER,NISSAN,2002,UTILITY TRUCK,2024-04-11,Waikato,3,April,22
B3GKN,WHITE,KTM,2016,MOTORCYCLE,2024-04-11,Waikato,3,April,8
JFE285,SILVER,VOLKSWAGEN,2008,CAR,2024-04-12,Waikato,3,April,16
XC7821,RED,MAZDA,1987,CAR,2024-04-12,Waikato,3,April,37
AKA551,RED,FORD,2001,UTILITY TRUCK,2024-04-12,Waikato,3,April,23
KWT307,BLACK,HOLDEN,2012,CAR,2024-04-12,Waikato,3,April,12
682Q5,SILVER,X-TRAILERS,2023,TRAILER,2024-04-12,Waikato,3,April,1
B2QPR,BLACK,FORZA,2018,MOTORCYCLE,2024-04-12,Waikato,3,April,6
CJH630,SILVER,FORD,2004,UTILITY TRUCK,2024-04-12,Waikato,3,April,20
CRC806,WHITE,FORD,2005,UTILITY TRUCK,2024-04-12,Waikato,3,April,19
LMW81,BLACK,SUBARU,2007,CAR,2024-04-13,Waikato,3,April,17
EGJ739,SILVER,SUBARU,1999,CAR,2024-04-13,Waikato,3,April,25
ALOST,RED,HONDA,2016,MOTORCYCLE,2024-04-14,Waikato,3,April,8
PNC283,WHITE,MITSUBISHI,2012,UTILITY TRUCK,2024-04-14,Waikato,3,April,12
PGE470,RED,MAZDA,2014,CAR,2024-04-14,Waikato,3,April,10
8H590,WHITE,HOMEBUILT,2018,TRAILER,2024-04-14,Waikato,3,April,6
CUU236,WHITE,FORD,2005,UTILITY TRUCK,2024-04-15,Waikato,3,April,19
325M6,SILVER,KEA,2022,TRAILER,2024-04-15,Waikato,3,April,2
4413M,SILVER,PINTO,1999,TRAILER,2024-04-15,Waikato,3,April,25
EYN330,WHITE,FORD,2009,UTILITY TRUCK,2024-04-15,Waikato,3,April,15
QGG106,WHITE,NISSAN,1988,CAMPER,2024-04-16,Waikato,3,April,36
GJF878,GREY,HONDA,2004,CAR,2024-04-16,Waikato,3,April,20
GYK6,CREAM,ISUZU,2013,UTILITY TRUCK,2024-04-16,Waikato,3,April,11
4D242,BLACK,HOMEBUILT,2016,TRAILER,2024-04-16,Waikato,3,April,8
BYA472,SILVER,FORD,2004,UTILITY TRUCK,2024-04-16,Waikato,3,April,20
ECE432,GOLD,TOYOTA,1997,VAN,2024-04-16,Waikato,3,April,27
C7WQH,GREY,INDIAN,2024,MOTORCYCLE,2024-04-17,Waikato,3,April,0
KDD499,GREY,TOYOTA,2005,CAR,2024-04-17,Waikato,3,April,19
