no_plate,color,company_name,vehicle_desc,model_year,vehicle_type,date_stolen,district_name
MTG952,Black,Holden,CREWMAN,2005,Utility,12/28/2023,Northland
MTH40,Silver,Nissan,LAFESTA,2007,Hatchback,3/19/2024,Counties/Manukau
MTH80,Silver,Mitsubishi,PAJERO,2001,Stationwagon,5/5/2024,Waikato
MTK171,Red,Volvo,V40,1999,Stationwagon,5/1/2024,Tasman
MTK30,Grey,Toyota,PRIUS,2013,Stationwagon,3/27/2024,Counties/Manukau
MTQ281,White,Mazda,DEMIO,2006,Hatchback,3/27/2024,Central
MTR789,Grey,Mitsubishi,TRITON,2015,Utility,4/2/2024,Central
MTW332,Red,Renault,LUTECIA,2013,Hatchback,5/6/2024,Canterbury
MTZ343,White,Mazda,6,2015,Saloon,12/3/2023,Bay of Plenty
MUC281,Red,Mazda,CX-5,2013,Stationwagon,4/28/2024,Counties/Manukau
MUD181,White,Nissan,SKYLINE,2006,Saloon,5/10/2024,Counties/Manukau
MUD19,White,Mazda,DEMIO,2010,Hatchback,4/12/2024,Waitemata
MUD560,Silver,Audi,A3,1999,Hatchback,3/9/2024,Eastern
MUE17,White,Toyota,HIACE,1996,Heavy Van,1/12/2024,Counties/Manukau
MUM141,Black,Toyota,AURIS,2009,Hatchback,5/14/2024,Counties/Manukau
MUQ333,White,Toyota,HILUX,2005,Utility,12/7/2023,Counties/Manukau
MUS242,White,Ford,RANGER,2019,Utility,3/29/2024,Waikato
MUU25,Red,Mazda,AXELA,2004,Hatchback,3/11/2024,Eastern
MUU986,White,Ford,GALAXY,2014,Stationwagon,3/28/2024,Auckland City
MUZ637,Black,Nissan,TIIDA,2011,Hatchback,2/18/2024,Waitemata
MVC2,White,Toyota,HIACE,1997,Light Van,3/3/2024,Waitemata
MWA170,Red,Mazda,BOUNTY,2000,Utility,12/30/2023,Bay of Plenty
MWA358,White,Subaru,IMPREZA,1998,Saloon,5/16/2024,Counties/Manukau
MWB702,Red,Mazda,MPV,2008,Stationwagon,1/7/2024,Counties/Manukau
MWF977,White,Toyota,HIACE,2002,Light Van,4/11/2024,Wellington
MWH106,Blue,Subaru,IMPREZA,1998,Sports Car,5/7/2024,Wellington
MWH558,Black,Isuzu,D-MAX,2013,Utility,3/29/2024,Canterbury
MWH594,Grey,Subaru,FORESTER,2007,Stationwagon,3/12/2024,Auckland City
MWH86,Grey,Mazda,MAZDA6,2013,Stationwagon,3/24/2024,Wellington
MWK154,Black,Ford,RANGER,2020,Utility,4/4/2024,Counties/Manukau
MWM685,Blue,Mitsubishi,PAJERO,1992,Stationwagon,4/1/2024,Waitemata
MWP373,Silver,Mazda,AXELA,2011,Saloon,2/9/2024,Wellington
MWP846,Brown,Toyota,PRIUS,2013,Stationwagon,12/1/2023,Auckland City
MWU467,Grey,Mercedes-Benz,VIANO,2013,Light Van,2/7/2024,Counties/Manukau
MWW769,Silver,Toyota,REGIUS,2011,Light Van,3/2/2024,Wellington
MWZ422,White,Mazda,VERISA,2006,Hatchback,1/6/2024,Counties/Manukau
MX5NC,Grey,Mazda,ROADSTER,2007,Convertible,12/14/2023,Counties/Manukau
MYE264,White,Nissan,REGULUS,1998,Stationwagon,3/23/2024,Counties/Manukau
MYE436,Black,Nissan,SERENA,2009,Stationwagon,2/18/2024,Bay of Plenty
MYT489,Silver,Nissan,TEANA,2009,Saloon,4/16/2024,Counties/Manukau
MYU13,Blue,Toyota,LITEACE,1997,Light Van,3/22/2024,Waitemata
MYU430,White,Mazda,BT-50,2020,Utility,4/20/2024,Waikato
MYVUU,Gold,Volkswagen,BEETLE,1974,Saloon,5/11/2024,Counties/Manukau
MYZ66,Blue,Ford,ZEPHYR,1966,Saloon,11/24/2023,Central
MZB915,White,Toyota,PRIUS,2009,Hatchback,2/7/2024,Canterbury
MZC721,Brown,Nissan,NOTE,2006,Hatchback,2/15/2024,Counties/Manukau
MZF167,White,Ford,TRANSIT,2020,Light Van,3/22/2024,Waitemata
MZF680,Silver,Toyota,AQUA,2014,Hatchback,5/14/2024,Auckland City
MZL172,White,Subaru,IMPREZA,1999,Hatchback,5/14/2024,Wellington
MZM462,Silver,Toyota,COROLLA,2015,Saloon,5/1/2024,Canterbury
MZN691,Silver,Toyota,HILUX,2006,Utility,1/16/2024,Bay of Plenty
MZN715,White,Toyota,COROLLA,2015,Saloon,12/21/2023,Counties/Manukau
MZR632,White,Toyota,COROLLA,2013,Hatchback,3/22/2024,Auckland City
MZU457,Silver,Toyota,AQUA,2014,Hatchback,11/26/2023,Waikato
MZU657,Black,Mazda,BIANTE,2010,Stationwagon,11/27/2023,Counties/Manukau
MZW446,White,Mercedes-Benz,CLA250,2018,Saloon,3/10/2024,Waikato
MZW612,White,Toyota,AQUA,2015,Hatchback,11/19/2023,Auckland City
MZW643,White,Nissan,SKYLINE,2010,Hatchback,11/23/2023,Bay of Plenty
MZW713,Black,Holden,ADVENTRA,2006,Stationwagon,4/28/2024,Counties/Manukau
N0PLAT,,Yamaha,AG200,2021,Trail Bike,2/12/2024,Central
N2895,Blue,Homebuilt,TRAILER,1976,Trailer,5/13/2024,Central
N360J,Silver,Briford,7X4,2009,Trailer,2/2/2024,Southern
N4035,Blue,Homebuilt,8X4 TRAILER,1991,Trailer,3/27/2024,Canterbury
N412N,Yellow,Trailer,HOMEBUILT,2009,Trailer,1/29/2024,Canterbury
N461A,Blue,Trailer,TANDEM,2003,Trailer,12/11/2023,Southern
N478U,Silver,Trailer,WINTEX,2009,Trailer,5/15/2024,Waitemata
N685Y,White,Briford,7X4 SHUTTLE,2009,Trailer,3/4/2024,Counties/Manukau
N716P,Grey,Trailer,ELITE,2009,Trailer,4/1/2024,Canterbury
N7320,White,Homebuilt,TD,1992,Trailer,2/4/2024,Counties/Manukau
N8146,Silver,Homebuilt,TRAILER,1961,Trailer - Heavy,2/19/2024,Waitemata
N951K,Silver,Trailer,FIELDLINE,2009,Trailer,2/19/2024,Waitemata
NA,Blue,Yamaha,300,93,,2/12/2024,Bay of Plenty
NAD440,White,Mazda,BOUNTY,2003,Utility,4/21/2024,Central
NAE115,White,Toyota,HILUX,2010,Utility,2/8/2024,Northland
NAG611,Red,Mazda,AXELA,2012,Hatchback,2/14/2024,Waitemata
NAU783,Silver,Ford,COURIER,2003,Utility,3/18/2024,Wellington
NAY295,White,Ford,RANGER,2020,Utility,4/19/2024,Northland
NBB757,White,Ford,COURIER,2003,Utility,2/13/2024,Northland
NBD231,White,Toyota,HIACE,2002,Light Van,1/22/2024,Wellington
NBD346,Silver,Toyota,HIACE,1998,Light Van,4/26/2024,Wellington
NBE178,White,Nissan,SKYLINE,2007,Saloon,2/20/2024,Counties/Manukau
NBE233,White,Honda,INSIGHT,2009,Hatchback,5/11/2024,Counties/Manukau
NBG273,Green,Honda,CIVIC,1992,Hatchback,2/2/2024,Counties/Manukau
NBG682,Silver,Subaru,IMPREZA,2015,Hatchback,4/12/2024,Canterbury
NBH200,Silver,Nissan,FUGA,2005,Saloon,11/29/2023,Bay of Plenty
NBJ192,White,Holden,RODEO 4X2,2007,Utility,5/13/2024,Bay of Plenty
NBL512,Silver,Toyota,AQUA,2015,Hatchback,11/29/2023,Counties/Manukau
NBL612,Blue,Toyota,HILUX,1996,Stationwagon,1/10/2024,Bay of Plenty
NBM854,Blue,Mazda,AXELA,2009,Hatchback,2/29/2024,Waitemata
NBN214,White,Audi,A4,2012,Saloon,11/25/2023,Counties/Manukau
NBN274,Red,Toyota,HILUX,2012,Utility,3/11/2024,Bay of Plenty
NBP318,Grey,Toyota,RAV4,1999,Stationwagon,1/23/2024,Waitemata
NBP801,Red,Toyota,HILUX,1994,Stationwagon,4/13/2024,Auckland City
NBT313,Silver,Toyota,PRIUS,2014,Hatchback,12/10/2023,Counties/Manukau
NBU736,Orange,Ford,RANGER,2012,Utility,4/24/2024,Waikato
NBW485,Silver,Toyota,AQUA,2017,Hatchback,5/6/2024,Wellington
NCB742,Silver,Toyota,PRIUS,2015,Hatchback,2/26/2024,Auckland City
NCE502,White,Subaru,IMPREZA,2001,Stationwagon,4/28/2024,Waitemata
NCF230,Black,Toyota,MARKX,2007,Saloon,3/15/2024,Counties/Manukau
NCF924,Brown,Nissan,FUGA,2005,Saloon,4/30/2024,Canterbury
NCF931,White,Toyota,COROLLA,2015,Stationwagon,2/19/2024,Canterbury
NCG987,White,Toyota,COROLLA,2015,Stationwagon,3/2/2024,Waitemata
NCH674,Green,Mazda,ROADSTER,1998,Convertible,5/6/2024,Canterbury
NCH761,White,Toyota,AQUA,2012,Hatchback,11/24/2023,Auckland City
NCL43,White,Volkswagen,GOLF,2009,Hatchback,1/25/2024,Northland
NCN843,Grey,Volkswagen,GOLF,2020,Hatchback,12/3/2023,Waikato
NCS716,Red,Toyota,HIACE,2017,Light Van,2/13/2024,Waitemata
NCY17,White,Toyota,HILUX,2012,Utility,12/5/2023,Northland
NCY614,White,Mazda,ATENZA,2005,Saloon,3/11/2024,Central
NCZ147,White,Renault,MASTER,2020,Light Van,1/8/2024,Bay of Plenty
NDD848,Silver,Bentley,CONTINENTAL,2004,Saloon,1/17/2024,Bay of Plenty
NDE148,Green,Toyota,LANDCRUISER,1994,Stationwagon,4/12/2024,Wellington
NDF279,White,Toyota,MARKX,2005,Stationwagon,2/13/2024,Canterbury
NDF424,White,Nissan,CARAVAN,2009,Light Van,3/26/2024,Counties/Manukau
NDK358,White,Toyota,AQUA,2015,Hatchback,3/25/2024,Wellington
NDK371,White,Ford,COURIER,2004,Utility,4/12/2024,Wellington
NDL799,White,Mitsubishi,OUTLANDER,2006,Stationwagon,5/2/2024,Auckland City
NDL928,Red,Nissan,LAFESTA,2011,Stationwagon,12/15/2023,Counties/Manukau
NDN311,Blue,Toyota,HIACE,2005,Light Van,12/15/2023,Counties/Manukau
NDN505,Silver,Subaru,IMPREZA,2011,Saloon,2/13/2024,Wellington
NDS263,Blue,Ford,TERRITORY,2010,Stationwagon,4/2/2024,Waitemata
NDU316,Blue,Toyota,MR2,1992,Sports Car,5/11/2024,Canterbury
NEB510,White,Mazda,AXELA,2014,Saloon,1/29/2024,Wellington
NEC816,Silver,Subaru,LEGACY,2002,Saloon,2/12/2024,Southern
NED297,White,Toyota,HIACE,2000,Light Van,2/25/2024,Canterbury
NEE544,Silver,Toyota,RACTIS,2011,Hatchback,3/5/2024,Counties/Manukau
NEE822,Red,Suzuki,SWIFT,2010,Hatchback,5/5/2024,Counties/Manukau
NEF4,White,Ford,COURIER,2002,Utility,11/25/2023,Central
NEK761,White,Mazda,DEMIO,2013,Hatchback,2/8/2024,Waikato
NEL79,Black,Toyota,ALTEZZA,1999,Saloon,3/26/2024,Eastern
NEM117,Green,Toyota,AQUA,2015,Hatchback,5/15/2024,Counties/Manukau
NEN361,Green,Mitsubishi,L200,2000,Utility,3/9/2024,Wellington
NEQ192,Silver,Toyota,RACTIS,2012,Hatchback,5/16/2024,Counties/Manukau
NET817,Grey,Toyota,RAV4,2021,Stationwagon,4/24/2024,Waikato
NEW476,White,Toyota,AQUA,2015,Hatchback,4/27/2024,Wellington
NFB141,White,Toyota,COROLLA,2014,Stationwagon,5/1/2024,Waitemata
NFC530,Silver,Toyota,AQUA,2015,Hatchback,5/11/2024,Canterbury
NFC899,Red,Mercedes-Benz,SPRINTER,2018,Heavy Van,3/15/2024,Waikato
NFF496,Grey,Toyota,LANDCRUISER,1992,Stationwagon,1/3/2024,Bay of Plenty
NFJ546,White,Toyota,AQUA,2015,Hatchback,1/23/2024,Counties/Manukau
NFL342,Blue,Audi,A4,2012,Saloon,1/20/2024,Counties/Manukau
NFM316,White,Nissan,SKYLINE,1998,Saloon,5/14/2024,Central
NFR218,Silver,Toyota,AQUA,2015,Hatchback,3/1/2024,Counties/Manukau
NFT604,Black,Nissan,X-TRAIL,2008,Stationwagon,5/12/2024,Eastern
NFU528,Blue,Bentley,CONTINENTAL,2008,Saloon,3/6/2024,Wellington
NFY731,White,Audi,A5,2011,Convertible,12/4/2023,Wellington
NFY922,Blue,Subaru,IMPREZA,2012,Saloon,3/2/2024,Northland
NFZ193,Silver,Toyota,COROLLA,2015,Saloon,5/9/2024,Counties/Manukau
NFZ457,White,Honda,FIT,2005,Hatchback,12/18/2023,Auckland City
NGB15,Silver,Nissan,X-TRAIL,2012,Stationwagon,5/8/2024,Waitemata
NGC830,White,Mahindra,PIKUP,2021,Utility,11/23/2023,Counties/Manukau
NGD493,Black,LDV,D90,2021,Stationwagon,5/13/2024,Counties/Manukau
NGN993,White,Daihatsu,SIRION,2008,Hatchback,3/19/2024,Counties/Manukau
NGS789,Blue,Toyota,WISH,2009,Stationwagon,3/3/2024,Auckland City
NGY676,Red,Mitsubishi,LANCER,2008,Saloon,12/24/2023,Counties/Manukau
NHC734,Silver,Mercedes-Benz,E63,2007,Saloon,1/19/2024,Waitemata
NHF729,Blue,Ford,FALCON,2004,Saloon,2/4/2024,Central
NHG861,White,Toyota,PRIUS,2015,Hatchback,2/27/2024,Counties/Manukau
NHJ518,White,Nissan,FUGA,2012,Saloon,4/13/2024,Counties/Manukau
NHK639,Blue,Toyota,RAV4,2021,Stationwagon,3/19/2024,Wellington
NHL124,Silver,Toyota,MARKX,2008,Stationwagon,3/25/2024,Eastern
NHP243,Grey,Toyota,CAMRY,2009,Saloon,11/23/2023,Waikato
NHP559,White,Peugeot,5008,2021,Stationwagon,5/13/2024,Central
NHR376,Silver,Mazda,ATENZA,2013,Stationwagon,2/19/2024,Waikato
NHR760,Grey,Mazda,ATENZA,2005,Saloon,3/15/2024,Bay of Plenty
NHW247,White,Ford,COURIER,2006,Utility,4/13/2024,Canterbury
NHW3,Silver,Toyota,CROWN,1999,Saloon,12/21/2023,Canterbury
NHY9,Silver,Mazda,DEMIO,2004,Hatchback,5/15/2024,Canterbury
NHZ155,White,Ford,COURIER,2001,Utility,5/14/2024,Bay of Plenty
NJD588,Silver,Toyota,HIACE,2008,Light Bus,4/8/2024,Eastern
NJD637,White,Toyota,HIACE,2001,Light Van,1/13/2024,Wellington
NJD701,White,Nissan,SKYLINE,2007,Saloon,5/13/2024,Northland
NJD908,Blue,Mazda,AXELA,2013,Hatchback,4/14/2024,Northland
NJF696,Silver,BMW,320I,2006,Saloon,5/5/2024,Eastern
NJS751,Silver,Toyota,AQUA,2015,Hatchback,4/28/2024,Auckland City
NJU4,White,Toyota,HILUX,2021,Utility,2/15/2024,Waikato
NJW690,Grey,BMW,320I,2009,Stationwagon,1/27/2024,Waikato
NJZ8,Grey,Mazda,DEMIO,2014,Hatchback,4/2/2024,Northland
NKC982,Blue,Mazda,AXELA,2014,Hatchback,3/4/2024,Auckland City
NKE792,White,Toyota,HILUX,2021,Utility,3/26/2024,Auckland City
NKF462,Blue,Mazda,BT-50,2021,Utility,11/18/2023,Canterbury
NKF787,Blue,Toyota,HILUX,2021,Utility,1/1/2024,Counties/Manukau
NKJ90,Black,Mazda,CX-5,2013,Stationwagon,4/4/2024,Waitemata
NKK274,Grey,Toyota,HILUX,2021,Utility,2/8/2024,Waitemata
NKL239,Black,Mazda,DEMIO,2008,Hatchback,3/28/2024,Wellington
NKR891,Gold,Honda,ORTHIA,1996,Stationwagon,4/22/2024,Waitemata
NKS434,Black,BMW,118D,2016,Hatchback,4/7/2024,Wellington
NKU744,Blue,Honda,CRV,2003,Stationwagon,3/22/2024,Bay of Plenty
NLA96,Silver,Toyota,COROLLA,2004,Hatchback,3/7/2024,Auckland City
NLB998,Grey,Nissan,LAFESTA,2012,Stationwagon,12/10/2023,Counties/Manukau
NLC918,Silver,Nissan,LATIO,2014,Saloon,2/4/2024,Eastern
NLD781,White,Suzuki,CARRY,1997,Flat Deck Truck,5/13/2024,Bay of Plenty
NLF87,Blue,Mazda,DEMIO,2012,Hatchback,3/29/2024,Waitemata
NLG61,Silver,Toyota,WISH,2004,Stationwagon,2/4/2024,Counties/Manukau
NLJ196,Blue,Honda,ACCORD,2010,Stationwagon,1/3/2024,Counties/Manukau
NLK561,Black,BMW,325I,2010,Saloon,5/9/2024,Waitemata
NLM83,Blue,Subaru,IMPREZA,2001,Saloon,3/27/2024,Northland
NLQ660,White,Lexus,IS250,2007,Saloon,5/12/2024,Wellington
NLS46,Black,Honda,INSPIRE,2008,Saloon,2/16/2024,Canterbury
NLT627,Silver,Suzuki,SWIFT,2015,Hatchback,3/20/2024,Counties/Manukau
NLY476,Black,BMW,323I,2007,Saloon,5/4/2024,Eastern
NLZ76,White,Toyota,AQUA,2015,Hatchback,3/24/2024,Wellington
NMD13,White,Hyundai,H100,2002,Light Van,2/22/2024,Eastern
NMG145,Black,Mercedes-Benz,GLS,2018,Stationwagon,12/29/2023,Waitemata
NMG805,White,Nissan,NAVARA,2008,Utility,12/13/2023,Bay of Plenty
NMH25,White,Toyota,MARKX,2006,Saloon,12/15/2023,Auckland City
NMM750,White,Toyota,HIACE,1999,Light Van,2/9/2024,Counties/Manukau
NMM987,Blue,Toyota,AQUA,2014,Hatchback,3/18/2024,Counties/Manukau
NMN841,White,Holden,RODEO 4X2,2001,Utility,1/29/2024,Waitemata
NMN93,Red,Nissan,X-TRAIL,2021,Stationwagon,4/20/2024,Waitemata
NMR209,Black,Nissan,PATROL,1991,Stationwagon,5/13/2024,Auckland City
NMY360,White,Toyota,COROLLA,2016,Saloon,5/13/2024,Waikato
NNG115,White,Toyota,AQUA,2015,Hatchback,5/6/2024,Canterbury
NNG852,Black,Nissan,X-TRAIL,2007,Stationwagon,4/22/2024,Waikato
NNH160,White,Toyota,PRIUS,2015,Stationwagon,2/19/2024,Waitemata
NNJ925,Black,Mitsubishi,OUTLANDER,2010,Stationwagon,4/5/2024,Waikato
NNM256,Grey,Mazda,ATENZA,2002,Stationwagon,5/12/2024,Wellington
NNM968,Silver,Toyota,AQUA,2015,Hatchback,1/8/2024,Bay of Plenty
NNP404,Grey,Polaris,RANGER EV R21MAAE4G8,2021,Mobile Machine,5/6/2024,Wellington
NNQ546,Brown,Mini,COOPER,2010,Hatchback,12/8/2023,Eastern
NNR604,Black,Subaru,LEGACY,2013,Stationwagon,11/23/2023,Canterbury
NNS918,Silver,Mercedes-Benz,GL,2010,Stationwagon,1/18/2024,Wellington
NNW143,Silver,Subaru,LEGACY,2001,Saloon,1/7/2024,Counties/Manukau
NNY466,White,Toyota,AQUA,2016,Hatchback,4/17/2024,Wellington
NNZ435,Grey,Nissan,NAVARA,2021,Utility,5/9/2024,Counties/Manukau
NOGATE,Red,Nissan,SKYLINE,1993,Saloon,11/18/2023,Counties/Manukau
NOTTS,Blue,Peugeot,307,2004,Stationwagon,3/2/2024,Central
NPA119,Silver,Lexus,LS460,2006,Saloon,3/16/2024,Northland
NPB652,White,Mitsubishi,OUTLANDER,2007,Stationwagon,3/20/2024,Counties/Manukau
NPC385,Brown,Toyota,HILUX,2005,Utility,1/3/2024,Waikato
NPD277,Black,Mazda,CX-5,2014,Stationwagon,2/8/2024,Waikato
NPD455,Silver,Mitsubishi,OUTLANDER,2007,Stationwagon,11/21/2023,Waitemata
NPE425,Blue,Nissan,TIIDA,2006,Hatchback,12/13/2023,Waikato
NPN534,Silver,Nissan,NAVARA,2021,Utility,4/19/2024,Waitemata
NPQ237,Red,Nissan,SKYLINE,2007,Saloon,1/24/2024,Eastern
NPS41,White,Mazda,BOUNTY,2002,Utility,2/5/2024,Canterbury
NQA834,Grey,Subaru,LEGACY,2009,Stationwagon,5/6/2024,Waikato
NQD64,Silver,Toyota,WISH,2006,Stationwagon,5/5/2024,Waitemata
NQE163,White,Toyota,DYNA,1996,Other Truck,4/21/2024,Bay of Plenty
NQG134,Black,Mazda,CX-5,2012,Stationwagon,1/6/2024,Canterbury
NQM667,White,Mazda,CX-3,2021,Stationwagon,5/8/2024,Waitemata
NQN847,White,Toyota,REGIUS,2000,Light Van,11/24/2023,Wellington
NQR468,Blue,Peugeot,2008,2021,Stationwagon,2/28/2024,Waitemata
NQS599,Red,Toyota,HIACE,2011,Light Van,4/1/2024,Counties/Manukau
NQU442,Black,Toyota,CAMRY,2016,Saloon,5/1/2024,Counties/Manukau
NQY370,Silver,Toyota,MARKX,2005,Saloon,12/6/2023,Auckland City
NRA441,Silver,BMW,320I,2007,Hatchback,2/11/2024,Wellington
NRF501,White,Toyota,AQUA,2016,Hatchback,11/28/2023,Auckland City
NRG578,White,Mercedes-Benz,E63,2013,Saloon,1/3/2024,Canterbury
NRH311,Silver,Subaru,LEVORG,2015,Stationwagon,5/13/2024,Bay of Plenty
NRJ131,Blue,Mazda,CX-5,2013,Stationwagon,2/1/2024,Canterbury
NRK712,White,Mazda,BT-50,2007,Utility,2/28/2024,Waikato
NRK745,White,Toyota,HIACE,2008,Light Bus,3/21/2024,Central
NRQ396,Black,Toyota,AQUA,2012,Hatchback,2/17/2024,Canterbury
NRU922,Black,Nissan,NAVARA,2006,Utility,12/11/2023,Wellington
NRY315,Blue,Suzuki,SWIFT,2012,Hatchback,4/7/2024,Canterbury
NSA472,Black,Nissan,FUGA,2005,Saloon,4/15/2024,Counties/Manukau
NSF484,White,Mazda,BT-50,2011,Utility,2/6/2024,Waitemata
NSK11,Brown,Toyota,HIACE,1994,Stationwagon,4/28/2024,Waitemata
NSN243,Silver,Honda,ODYSSEY,1996,Light Van,3/24/2024,Canterbury
NSP57,Red,Mazda,ATENZA,2002,Stationwagon,11/23/2023,Wellington
NST942,Green,Holden,WH,2000,Saloon,3/6/2024,Waikato
NSY598,White,Daihatsu,HIJET,2021,Utility,4/22/2024,Eastern
NSY600,White,Ford,COURIER,2003,Utility,2/16/2024,Waikato
NSZ793,Red,Mitsubishi,LANCER,2002,Saloon,3/15/2024,Bay of Plenty
NTE396,Blue,Nissan,X-TRAIL,2008,Stationwagon,11/27/2023,Bay of Plenty
NTG108,Silver,Toyota,HILUX,2003,Utility,5/8/2024,Canterbury
NTH13,Silver,Mazda,ATENZA,2005,Saloon,5/2/2024,Wellington
NTY501,Black,BMW,335I,2008,Stationwagon,5/3/2024,Southern
NUB541,Blue,Subaru,IMPREZA,2001,Saloon,4/27/2024,Canterbury
NUE295,Blue,Ford,COURIER,2003,Utility,5/16/2024,Wellington
NUG872,Grey,Mitsubishi,LANCER,1992,Saloon,12/26/2023,Counties/Manukau
NUJ147,Silver,Toyota,AQUA,2017,Hatchback,4/26/2024,Eastern
NUM460,White,Mitsubishi,TRITON,2021,Utility,4/16/2024,Auckland City
NUM482,Silver,Mitsubishi,TRITON,2021,Utility,2/19/2024,Wellington
NUM498,Blue,Mitsubishi,TRITON,2022,Utility,5/8/2024,Northland
NUM501,Silver,Mitsubishi,TRITON,2022,Utility,1/24/2024,Northland
NUM896,White,Mazda,CX-5,2012,Stationwagon,1/9/2024,Counties/Manukau
NUM957,Black,Suzuki,ESCUDO,2008,Stationwagon,12/24/2023,Waitemata
NUN224,Grey,Mazda,ATENZA,2003,Saloon,5/10/2024,Counties/Manukau
NUU919,White,Nissan,NAVARA,2014,Utility,5/11/2024,Counties/Manukau
NUZ759,Black,Nissan,X-TRAIL,2009,Stationwagon,2/27/2024,Waitemata
NWF116,White,Toyota,COROLLA,2016,Stationwagon,5/13/2024,Central
NWH227,White,Renault,MEGANE,2017,Hatchback,12/23/2023,Auckland City
NWH875,White,Toyota,AQUA,2014,Hatchback,5/4/2024,Waitemata
NWJ493,Silver,Toyota,MARKX,2011,Stationwagon,2/29/2024,Counties/Manukau
NWK599,White,Nissan,FUGA,2006,Saloon,11/21/2023,Waikato
NWL712,Blue,Toyota,HIACE,2007,Light Van,4/10/2024,Wellington
NWL820,Green,Jeep,WRANGLER,2007,Stationwagon,2/7/2024,Waikato
NWP812,Silver,Ford,COURIER,1999,Utility,4/29/2024,Waitemata
NWR430,White,Toyota,PRIUS,2016,Hatchback,1/29/2024,Bay of Plenty
NWR532,Silver,BMW,320I,2006,Saloon,12/30/2023,Auckland City
NWT287,Silver,Toyota,HIACE,2021,Light Bus,2/25/2024,Canterbury
NWY636,Silver,Toyota,SUPRA,1996,Hatchback,4/7/2024,Counties/Manukau
NWZ306,White,Toyota,COROLLA,2021,Hatchback,5/10/2024,Counties/Manukau
NY1425,Blue,Holden,COMMODORE,1988,Saloon,3/10/2024,Auckland City
NYB564,White,Toyota,AQUA,2016,Hatchback,5/15/2024,Canterbury
NYB621,White,Toyota,AQUA,2014,Hatchback,5/11/2024,Bay of Plenty
NYE613,Silver,Mazda,BOUNTY,2003,Utility,12/26/2023,Bay of Plenty
NYH698,White,Toyota,AQUA,2016,Hatchback,12/15/2023,Canterbury
NYL952,Red,Nissan,TIIDA,2004,Hatchback,5/11/2024,Waikato
NYM27,Black,Toyota,MARKX,2007,Stationwagon,4/12/2024,Waitemata
NYQ529,Black,Subaru,IMPREZA,2013,Hatchback,5/11/2024,Auckland City
NYQ603,White,Subaru,IMPREZA,2007,Saloon,5/3/2024,Eastern
NYR212,Silver,Toyota,MARKX,2005,Saloon,5/7/2024,Wellington
NYT243,White,Toyota,AQUA,2016,Hatchback,5/12/2024,Central
NZC536,Grey,Subaru,IMPREZA,1998,Sports Car,12/26/2023,Wellington
NZC702,Black,Lexus,GS350,2012,Saloon,4/30/2024,Waitemata
NZC817,Black,Audi,Q5,2016,Stationwagon,4/12/2024,Auckland City
NZD80,Silver,Toyota,MARKX,2005,Saloon,5/12/2024,Bay of Plenty
NZE50,White,Mercedes-Benz,A45,2015,Hatchback,3/23/2024,Bay of Plenty
NZH682,Grey,Toyota,AQUA,2012,Hatchback,12/9/2023,Canterbury
NZH945,Brown,Mitsubishi,OUTLANDER,2022,Stationwagon,5/4/2024,Counties/Manukau
NZJ885,Black,BMW,330D,2005,Stationwagon,12/23/2023,Canterbury
NZK23,Gold,Volkswagen,GOLF,2001,Hatchback,1/5/2024,Counties/Manukau
NZN571,Blue,Ford,EVEREST,2022,Stationwagon,3/3/2024,Canterbury
NZN688,White,Ford,COURIER,1999,Utility,4/14/2024,Canterbury
NZR398,Grey,Mitsubishi,GALANT,2008,Saloon,4/2/2024,Wellington
NZR672,Red,Volkswagen,GOLF,2009,Hatchback,2/2/2024,Canterbury
NZS292,Silver,Mercedes-Benz,E250,2008,Saloon,2/7/2024,Waitemata
NZU644,White,Holden,CALAIS V8 VP AUTO,1993,Saloon,2/26/2024,Counties/Manukau
O2B0T1,White,Nissan,PULSAR,2000,Hatchback,3/3/2024,Bay of Plenty
O5201,Grey,Homebuilt,,1993,Trailer,12/6/2023,Northland
OC49,White,Ford,COURIER 2.0 XL,1988,Flat Deck Truck,5/16/2024,Central
OC5937,Blue,Holden,HQ KINGSWOOD,1972,Saloon,5/8/2024,Counties/Manukau
OFFRD,Orange,KTM,SX250,2006,Trail Bike,1/29/2024,Central
OH396,Red,Toyota,HILUX,1989,Utility,4/21/2024,Central
OL9073,Black,Mazda,B200 CAB PLUS,1989,Utility,12/20/2023,Waikato
OR489,Blue,Mitsubishi,V3000 EXECUTIVE,1989,Saloon,5/12/2024,Counties/Manukau
OY7249,Red,Nissan,PATROL,1990,Saloon,4/6/2024,Southern
P146P,Grey,Trailer,CAR,2009,Trailer,11/22/2023,Bay of Plenty
P267A,Silver,Trailer,FINELINE,2009,Trailer,1/25/2024,Eastern
P30F,Grey,Trailer,HOMEBUILT,2009,Trailer,11/28/2023,Counties/Manukau
P30Y,Silver,Briford,LOCAL,2010,Trailer,1/13/2024,Southern
P353Z,Orange,Trailer,CAR TRANSPORT,2005,Trailer - Heavy,4/3/2024,Counties/Manukau
P40B,Grey,Trailer,BOAT TRAILER,1986,Trailer,1/25/2024,Northland
P420A,Silver,Lochiel,5X2.2 TANDEM,2009,Trailer,4/2/2024,Central
P428S,Silver,Trailer,JETSKI,2009,Boat Trailer,2/27/2024,Canterbury
P539L,Silver,Trailer,DOMESTIC,2009,Trailer,4/7/2024,Counties/Manukau
